Dates,Q_obs,Prec,ETP
15/09/68,2.898,1.986982582,2.73548666
16/09/68,2.91,0.157828953,2.329835539
17/09/68,2.606,3.125032318,3.871756897
18/09/68,2.386,0.164011992,4.139015755
19/09/68,2.318,0,3.180308804
20/09/68,2.243,19.92842391,2.661199706
21/09/68,2.185,0,3.367219924
22/09/68,2.132,0.83232435,3.904595416
23/09/68,2.243,0,4.125681477
24/09/68,2.409,0.583072755,3.80799639
25/09/68,2.376,3.832553569,3.753074104
26/09/68,2.261,7.727494514,3.20196987
27/09/68,2.17,4.167931858,4.302295727
28/09/68,2.144,0.34393732,4.03214335
29/09/68,2.395,2.212236856,3.553425776
30/09/68,2.458,7.570210487,2.966117016
01/10/68,2.438,0.114879682,3.202359327
02/10/68,2.388,0,2.255756938
03/10/68,2.342,3.121583124,2.691161068
04/10/68,2.278,0,3.622961033
05/10/68,2.202,1.14266662,3.674780815
06/10/68,2.115,1.562076083,4.167819713
07/10/68,1.995,0,4.00961968
08/10/68,1.795,0,3.945198901
09/10/68,1.717,0.520593067,3.291913897
10/10/68,1.672,0,3.515618857
11/10/68,1.627,0,2.52407504
12/10/68,1.597,0,2.987974396
13/10/68,1.566,0,4.276914965
14/10/68,1.522,0.086456303,4.281738746
15/10/68,1.488,2.383056585,4.311524097
16/10/68,1.408,13.14645685,4.200627465
17/10/68,1.315,4.409259782,4.033830424
18/10/68,1.205,0.500102057,3.644266443
19/10/68,1.135,6.1976918,3.111214437
20/10/68,1.023,0,3.702456487
21/10/68,0.962,1.473894459,4.045302603
22/10/68,0.85,0.237598713,4.173975435
23/10/68,0.775,0.714432351,4.284192941
24/10/68,0.73,1.736491207,4.416123686
25/10/68,0.694,0,4.229718415
26/10/68,0.666,0.883929044,4.258357778
27/10/68,0.633,3.194914549,4.219713368
28/10/68,0.6,0,4.38057779
29/10/68,0.569,0,4.191465305
30/10/68,0.553,0,4.231663841
31/10/68,0.537,0,4.199482195
01/11/68,0.518,0,4.144559219
02/11/68,0.499,0.588342902,4.131374764
03/11/68,0.483,2.953584863,4.015551744
04/11/68,0.468,0,3.770320345
05/11/68,0.449,0,4.173848007
06/11/68,0.433,0,4.230830087
07/11/68,0.416,0,4.078660978
08/11/68,0.401,0,4.130475824
09/11/68,0.387,0,4.241483003
10/11/68,0.373,0,4.285492221
11/11/68,0.354,0,4.577139194
12/11/68,0.331,0,4.419265598
13/11/68,0.309,0,4.234715073
14/11/68,0.29,0,4.170789733
15/11/68,0.275,0,3.858367195
16/11/68,0.253,0,3.78361787
17/11/68,0.231,0,3.82734209
18/11/68,0.219,0,4.279565992
19/11/68,0.207,0,4.448663921
20/11/68,0.199,0,4.336408151
21/11/68,0.186,0,4.416454413
22/11/68,0.174,0,4.315903662
23/11/68,0.163,0,4.338285133
24/11/68,0.151,0,4.194246675
25/11/68,0.136,0,4.294731545
26/11/68,0.123,0,4.05997637
27/11/68,0.105,0,3.932981744
28/11/68,0.095,0,3.970947116
29/11/68,0.092,0,4.268814606
30/11/68,0.09,0,4.194737505
01/12/68,0.083,0,4.053285179
02/12/68,0.077,0,4.106964943
03/12/68,0.072,0,4.294298452
04/12/68,0.065,0,4.320439641
05/12/68,0.06,0,4.003108878
06/12/68,0.056,0,4.157891855
07/12/68,0.051,0,4.139764872
08/12/68,0.048,0,4.134670878
09/12/68,0.043,0,4.493033485
10/12/68,0.04,0,4.710213199
11/12/68,0.038,0,4.710003069
12/12/68,0.036,0,4.705170071
13/12/68,0.033,0,4.398796555
14/12/68,0.03,0,4.478844389
15/12/68,0.027,0,4.49013117
16/12/68,0.025,0,4.677816161
17/12/68,0.024,0,4.832045905
18/12/68,0.024,0,4.951748639
19/12/68,0.023,0,4.744466889
20/12/68,0.023,0,4.633296156
21/12/68,0.022,0,4.534626069
22/12/68,0.021,0,4.614161815
23/12/68,0.02,0,4.688261711
24/12/68,0.02,0,4.537148771
25/12/68,0.019,0,4.611864111
26/12/68,0.018,0,4.842303065
27/12/68,0.018,0,4.987233205
28/12/68,0.017,0,5.225236598
29/12/68,0.015,0,5.226324752
30/12/68,0.015,0,5.161846811
31/12/68,0.015,0,5.215443214
01/01/69,0.015,0,5.039631335
02/01/69,0.014,0,5.223604367
03/01/69,0.014,0,5.089409331
04/01/69,0.013,0,4.795140299
05/01/69,0.013,0,4.572552628
06/01/69,0.012,0,4.424385239
07/01/69,0.012,0,4.202427175
08/01/69,0.012,0,4.786440551
09/01/69,0.012,0,4.557971363
10/01/69,0.011,0,4.763081515
11/01/69,0.011,0,4.845902069
12/01/69,0.011,0,4.873561832
13/01/69,0.01,0,4.874551619
14/01/69,0.01,0,4.873363875
15/01/69,0.009,0,4.98268222
16/01/69,0.009,0,5.210274483
17/01/69,0.009,0,5.866784462
18/01/69,0.009,0,6.297062544
19/01/69,0.008,0,5.933934537
20/01/69,0.008,0,5.436048046
21/01/69,0.008,0,5.330631346
22/01/69,0.008,0,5.643935541
23/01/69,0.007,0,5.949033395
24/01/69,0.007,0,5.638999021
25/01/69,0.007,0,5.927577123
26/01/69,0.007,0,5.622132579
27/01/69,0.007,0,5.215987291
28/01/69,0.006,0,4.931070695
29/01/69,0.006,0,4.900394504
30/01/69,0.006,0,4.660708201
31/01/69,0.006,0,4.72261089
01/02/69,0.006,0,4.942504158
02/02/69,0.005,0,4.969263917
03/02/69,0.005,0,5.802549184
04/02/69,0.005,0,5.715387308
05/02/69,0.005,0,5.411062823
06/02/69,0.005,0,5.806439162
07/02/69,0.005,0,6.678096835
08/02/69,0.004,0,5.571022943
09/02/69,0.004,0,4.68436676
10/02/69,0.004,0,5.004816557
11/02/69,0.004,0,4.85218244
12/02/69,0.004,0,4.518630449
13/02/69,0.003,0,4.672765037
14/02/69,0.003,0,4.742627867
15/02/69,0.003,0,5.369081193
16/02/69,0.003,0,4.791802816
17/02/69,0.003,0,6.063321418
18/02/69,0.003,0,5.09128408
19/02/69,0.002,0,6.074928202
20/02/69,0.002,0,6.009428827
21/02/69,0.002,0,6.021348978
22/02/69,0.002,0,5.9283718
23/02/69,0.002,0,5.114478116
24/02/69,0.002,0,4.96082282
25/02/69,0.002,0,4.980406727
26/02/69,0.002,0,5.909358182
27/02/69,0.002,0,5.879668615
28/02/69,0.001,0,5.401137187
01/03/69,0.001,0.068843615,5.268054188
02/03/69,0.001,0.336671849,5.70279251
03/03/69,0.001,0,5.547544686
04/03/69,0.001,0,5.510520457
05/03/69,0.001,0,5.32529083
06/03/69,0.001,0,5.84325688
07/03/69,0.001,0,6.120462505
08/03/69,0.001,0,5.193680138
09/03/69,0.001,0,4.868810856
10/03/69,0.001,0,4.745938107
11/03/69,0.001,0,4.825567698
12/03/69,0,0,5.565254316
13/03/69,0,0,6.004660767
14/03/69,0,0,6.430791257
15/03/69,0,0,5.608968527
16/03/69,0,0,5.942675981
17/03/69,0,0,6.57812224
18/03/69,0,0,5.706183417
19/03/69,0,0,6.016580918
20/03/69,0,0,5.727982106
21/03/69,0,0.056529042,6.265913717
22/03/69,0,0,6.883307847
23/03/69,0,0,6.807011446
24/03/69,0,7.008383341,6.972758801
25/03/69,0,2.359785508,7.001698816
26/03/69,0,0,6.951711518
27/03/69,0,0,6.746500506
28/03/69,0,0,7.035900651
29/03/69,0,0,6.830689639
30/03/69,0,0,6.872784206
31/03/69,0,0,7.041162472
01/04/69,0,0,7.151660709
02/04/69,0,0,7.109566143
03/04/69,0,0,5.750312344
04/04/69,0,0,3.839426933
05/04/69,0,0,5.66244749
06/04/69,0,0,5.893112947
07/04/69,0,0,5.200753138
08/04/69,0,0,5.508079299
09/04/69,0,0.991685694,5.851659588
10/04/69,0,0,5.419619406
11/04/69,0,0,5.562730542
12/04/69,0,0,5.708121078
13/04/69,0,0,5.400110397
14/04/69,0,1.103302733,5.966516283
15/04/69,0,11.62823061,5.948238718
16/04/69,0,0,5.938702598
17/04/69,0,0,6.438683988
18/04/69,0,0,4.787438801
19/04/69,0,0,4.446573869
20/04/69,0,0,4.657991167
21/04/69,0.003,0,4.996955764
22/04/69,0.001,2.06944687,5.648049307
23/04/69,0,3.282546798,5.866224282
24/04/69,0,0,5.102298233
25/04/69,0,0,4.601966309
26/04/69,0,0,3.634604687
27/04/69,0,0,5.464785973
28/04/69,0.001,0.270407431,5.764205121
29/04/69,0.001,1.73618431,5.58183912
30/04/69,0,37.96721876,3.600806785
01/05/69,0,4.275696184,4.679232507
02/05/69,0,0,4.606738463
03/05/69,0,8.635214871,4.725342585
04/05/69,0,1.589667019,4.695520483
05/05/69,0,6.891431814,4.920516729
06/05/69,0,7.184276626,4.75035176
07/05/69,0,0,4.954069941
08/05/69,0,31.30592905,4.296897012
09/05/69,0,1.508203582,4.37633168
10/05/69,0,16.35893601,4.729335061
11/05/69,0,0,3.908591857
12/05/69,0,0,4.781648954
13/05/69,0,6.759598743,4.9591346
14/05/69,0,6.058616441,4.696228656
15/05/69,0,2.960996717,3.871599371
16/05/69,0,13.53425644,3.696502324
17/05/69,0.006,1.043670448,3.616272126
18/05/69,0.014,0,3.204306613
19/05/69,0.021,0,2.791703051
20/05/69,0.022,0,3.156136
21/05/69,0.009,3.123544769,3.341099972
22/05/69,0.005,9.150445386,3.820683836
23/05/69,0.003,18.00268476,4.265721741
24/05/69,0.002,0.675010339,3.105852082
25/05/69,0.002,0,2.191820729
26/05/69,0.001,1.115961921,2.927118001
27/05/69,0.001,2.594524929,3.553672227
28/05/69,0.001,0,3.765283404
29/05/69,0.001,0,5.012785331
30/05/69,0,3.369109702,3.339912702
31/05/69,0,0,4.038673005
01/06/69,0,0,3.840670961
02/06/69,0,0.091620215,3.30386334
03/06/69,0.001,1.050669101,3.311829635
04/06/69,0.003,1.865288606,3.191843984
05/06/69,0.003,1.556099897,2.201101791
06/06/69,0.003,6.987615478,3.198854213
07/06/69,0.002,12.35883011,3.961269141
08/06/69,0.002,0,3.039742296
09/06/69,0.003,1.352018521,2.486880195
10/06/69,0.014,4.028105466,3.831429611
11/06/69,0.014,0,2.761090165
12/06/69,0.012,5.224317246,3.673050783
13/06/69,0.01,1.644150287,3.671320752
14/06/69,0.008,0,3.735714893
15/06/69,0.007,1.354869938,4.102542121
16/06/69,0.005,1.461676511,4.625372622
17/06/69,0.006,0.915342618,3.965618945
18/06/69,0.024,5.967992202,3.561065741
19/06/69,0.04,0,3.355050401
20/06/69,0.029,2.589111719,3.948669707
21/06/69,0.017,4.359167088,2.789476659
22/06/69,0.035,1.710916488,2.78669367
23/06/69,0.126,0,3.87664947
24/06/69,0.197,17.59667964,3.950319632
25/06/69,0.082,0.641817278,3.652959004
26/06/69,0.067,0.903089071,3.761858284
27/06/69,0.019,2.942623569,4.185443961
28/06/69,0.032,0,3.777372062
29/06/69,0.046,2.435025154,3.870496689
30/06/69,0.045,0,3.729868655
01/07/69,0.068,4.061251829,2.810683708
02/07/69,0.053,0.639205806,2.954921772
03/07/69,0.03,7.334558783,2.783354082
04/07/69,0.015,0,3.738015511
05/07/69,0.011,0.351459725,3.182410787
06/07/69,0.024,11.90496577,4.530141265
07/07/69,0.012,1.844798768,4.023567392
08/07/69,0.009,3.145902972,4.068786998
09/07/69,0.02,19.12844349,3.497742326
10/07/69,0.06,0,4.115353054
11/07/69,0.039,2.552855746,3.837472032
12/07/69,0.035,2.694938385,4.432053368
13/07/69,0.106,24.52833948,4.036642214
14/07/69,0.118,16.76365013,3.87903446
15/07/69,0.09,9.37039556,3.531760268
16/07/69,0.063,0.202049306,3.233126442
17/07/69,0.06,5.415396,3.270147282
18/07/69,0.181,5.380306662,3.989484446
19/07/69,0.155,0.529339498,3.528580899
20/07/69,0.142,3.653360769,3.729044229
21/07/69,0.122,0,3.425276087
22/07/69,0.108,18.72484258,2.190789499
23/07/69,0.093,17.42515028,2.832564168
24/07/69,0.075,0,3.13511617
25/07/69,0.062,4.15011136,2.825756914
26/07/69,0.164,1.653706293,3.821113919
27/07/69,0.261,3.295656043,3.79917969
28/07/69,0.317,3.369711688,3.774349898
29/07/69,0.276,6.427978545,3.932330162
30/07/69,0.201,21.77485171,3.59983527
31/07/69,0.146,14.16487628,3.066914819
01/08/69,0.134,6.577077816,2.078385517
02/08/69,0.19,12.86320503,3.047505874
03/08/69,0.168,1.112414724,2.835481563
04/08/69,0.166,1.108399444,3.629649941
05/08/69,0.291,7.546754839,2.155727707
06/08/69,0.302,17.00668622,2.771108928
07/08/69,0.389,0,3.405199559
08/08/69,0.354,0,2.564224653
09/08/69,0.37,13.41467426,3.251504521
10/08/69,0.378,1.425255881,2.126853289
11/08/69,0.359,15.14125504,2.218632688
12/08/69,0.33,8.5627273,3.657970551
13/08/69,0.282,0,2.60545276
14/08/69,0.341,0,2.647100241
15/08/69,0.472,49.65876961,3.865770912
16/08/69,0.627,75.67891721,3.328681413
17/08/69,0.907,0,3.369297647
18/08/69,1.097,5.911366009,2.170164916
19/08/69,1.249,15.96312903,2.576910225
20/08/69,1.704,0,2.374603649
21/08/69,2.266,0.708767181,2.973047405
22/08/69,2.104,6.60089904,2.214507771
23/08/69,1.973,7.56097524,2.036105121
24/08/69,1.714,7.485852035,2.781684288
25/08/69,1.656,9.315669496,2.827701844
26/08/69,1.627,4.909276606,2.377045546
27/08/69,1.612,0.271721737,2.157790165
28/08/69,1.603,0.395054827,2.349370714
29/08/69,1.588,0,3.729456442
30/08/69,1.658,42.81482995,3.669548951
31/08/69,1.932,0,2.724354701
01/09/69,2.29,0.629617944,3.984648621
02/09/69,2.449,5.231094795,3.432911877
03/09/69,2.449,2.414188871,2.554076196
04/09/69,2.392,11.85283376,2.984775755
05/09/69,2.328,0,3.381936213
06/09/69,2.437,0,3.272043156
07/09/69,2.469,3.632851144,2.382743305
08/09/69,2.444,8.804684617,3.496939168
09/09/69,2.359,3.31322713,3.177856491
10/09/69,2.287,3.440539594,3.13142639
11/09/69,2.402,50.64623391,3.169798889
12/09/69,2.476,3.095570546,3.775357286
13/09/69,2.53,8.731313943,2.473023293
14/09/69,2.507,41.43033678,3.126064035
15/09/69,2.472,3.653643152,3.94275547
16/09/69,2.45,25.42640869,2.971981191
17/09/69,2.392,12.38098637,3.295897045
18/09/69,2.302,0,3.624942932
19/09/69,2.171,2.248940205,3.121939147
20/09/69,2.386,0,3.832851357
21/09/69,2.467,3.062442241,3.649502765
22/09/69,2.242,6.640024555,4.232497595
23/09/69,2.104,7.286714693,4.402067764
24/09/69,1.973,21.8863912,4.206517425
25/09/69,2.472,0,3.721624394
26/09/69,2.508,4.808316986,4.014394268
27/09/69,2.562,0.061481715,4.130176178
28/09/69,2.656,0.146504426,3.656069619
29/09/69,2.898,2.246998455,4.312775401
30/09/69,2.688,4.295540009,3.959019242
01/10/69,2.661,1.179183831,3.780797182
02/10/69,2.612,1.76419179,3.588662843
03/10/69,2.531,0.130349411,3.36395493
04/10/69,2.446,2.578445371,3.255928227
05/10/69,2.357,4.870009798,2.604818482
06/10/69,2.219,5.819716781,3.311216843
07/10/69,2.136,0.927356286,3.43622072
08/10/69,2.075,1.18586937,3.591334511
09/10/69,2.007,0,3.889085489
10/10/69,1.938,0.443507841,4.023426802
11/10/69,1.841,5.411186252,3.94791974
12/10/69,1.768,3.974996689,3.898284735
13/10/69,1.696,0,3.938683084
14/10/69,2.059,12.32405142,3.843159018
15/10/69,2.206,0.760034951,3.464545142
16/10/69,2.117,1.572359241,3.984809815
17/10/69,2.088,0,4.100559477
18/10/69,2.046,2.745494202,3.781804571
19/10/69,1.984,0.161268766,3.58939148
20/10/69,1.906,0,4.236971049
21/10/69,1.778,1.693863934,3.706784724
22/10/69,1.719,1.700591236,3.902904614
23/10/69,1.672,0,4.096247465
24/10/69,1.748,0,4.058609204
25/10/69,1.763,0,4.136169112
26/10/69,1.787,0,4.309334314
27/10/69,1.78,0,4.399095223
28/10/69,1.734,0,4.090414621
29/10/69,1.688,0,3.941940992
30/10/69,1.602,0,4.354251945
31/10/69,1.496,0,3.412954007
01/11/69,1.465,0,3.230789699
02/11/69,1.443,0,3.868763905
03/11/69,1.426,0,3.817888297
04/11/69,1.369,0,3.964269006
05/11/69,1.24,0,4.12175852
06/11/69,1.195,0,4.408351588
07/11/69,1.159,0,4.183277683
08/11/69,1.131,0,4.327193871
09/11/69,1.1,0,4.004989776
10/11/69,1.066,0,4.124333067
11/11/69,1.027,0,4.279713271
12/11/69,0.997,0,4.316060075
13/11/69,0.966,0,4.392524521
14/11/69,0.934,0,4.122978609
15/11/69,0.863,0,4.411824227
16/11/69,0.768,0,4.240032732
17/11/69,0.705,0,4.203572445
18/11/69,0.67,0,4.23971045
19/11/69,0.635,0,4.313088227
20/11/69,0.621,0,4.314965184
21/11/69,0.602,0,4.217351065
22/11/69,0.53,0,4.182895399
23/11/69,0.474,0,4.058761111
24/11/69,0.435,0,4.061343537
25/11/69,0.408,0,3.77414842
26/11/69,0.383,0,3.778580928
27/11/69,0.364,0,3.910897497
28/11/69,0.343,0,4.331289107
29/11/69,0.322,0,4.38923917
30/11/69,0.308,0,4.143060986
01/12/69,0.297,0,4.005134461
02/12/69,0.289,0,4.332142281
03/12/69,0.281,0,4.366343228
04/12/69,0.273,0,4.381473795
05/12/69,0.268,0,4.224299014
06/12/69,0.261,0,4.341697829
07/12/69,0.257,0,4.603557027
08/12/69,0.253,0,4.905806024
09/12/69,0.248,0,5.029848469
10/12/69,0.238,0,5.094564892
11/12/69,0.229,0,4.621507483
12/12/69,0.219,0,4.826467449
13/12/69,0.21,0,4.3823698
14/12/69,0.206,0,3.885167291
15/12/69,0.202,0,3.852223685
16/12/69,0.196,0,3.888744776
17/12/69,0.187,0,3.882611945
18/12/69,0.18,0,4.274116659
19/12/69,0.176,0,4.673274481
20/12/69,0.172,0,4.490776129
21/12/69,0.164,0,4.330265298
22/12/69,0.158,0,4.707691635
23/12/69,0.154,0,4.987646931
24/12/69,0.149,0,4.925573838
25/12/69,0.146,0,4.909639184
26/12/69,0.143,0,4.802705261
27/12/69,0.138,0,4.780251405
28/12/69,0.135,0,4.540792674
29/12/69,0.13,0,4.115963099
30/12/69,0.125,0,4.136019288
31/12/69,0.116,0,4.541493424
01/01/70,0.113,0,4.917658364
02/01/70,0.108,0,5.573907257
03/01/70,0.104,0,5.078863866
04/01/70,0.099,0,5.154040845
05/01/70,0.097,0,5.030986012
06/01/70,0.094,0,4.902423824
07/01/70,0.09,0,4.55567828
08/01/70,0.088,0,4.539251022
09/01/70,0.084,0,4.49932577
10/01/70,0.081,0,4.644505059
11/01/70,0.077,0,4.809380228
12/01/70,0.073,0,4.819615177
13/01/70,0.071,0,4.585761937
14/01/70,0.069,0,4.676753902
15/01/70,0.065,0,4.657481723
16/01/70,0.062,0,4.670217818
17/01/70,0.06,0,4.465995391
18/01/70,0.059,0,4.455835564
19/01/70,0.057,0,4.877916893
20/01/70,0.056,0,5.101829545
21/01/70,0.056,0,5.160806015
22/01/70,0.055,0,5.381133942
23/01/70,0.054,0,4.993439094
24/01/70,0.053,0,4.520021777
25/01/70,0.052,0,4.768272412
26/01/70,0.05,0,5.016425467
27/01/70,0.048,0,5.39223834
28/01/70,0.046,0,5.445924604
29/01/70,0.045,0,5.838775436
30/01/70,0.043,0,6.012607534
31/01/70,0.042,0,5.873506629
01/02/70,0.041,0,5.441524259
02/02/70,0.039,0,5.303928763
03/02/70,0.038,0,5.480616052
04/02/70,0.035,0,5.531677159
05/02/70,0.033,0,5.641055904
06/02/70,0.03,0,5.784210719
07/02/70,0.028,0,5.65134032
08/02/70,0.027,0,5.584362894
09/02/70,0.026,0,5.071868711
10/02/70,0.026,0,5.159505021
11/02/70,0.025,0,4.880777744
12/02/70,0.025,0,4.886640224
13/02/70,0.025,0,4.656462836
14/02/70,0.025,0,4.698353174
15/02/70,0.024,0,4.892953664
16/02/70,0.024,0,4.646051115
17/02/70,0.023,0,4.587229638
18/02/70,0.021,0,4.693041878
19/02/70,0.02,0,4.735823485
20/02/70,0.018,0,4.451801514
21/02/70,0.016,0,5.186607139
22/02/70,0.015,0,5.989561909
23/02/70,0.014,0,6.959604249
24/02/70,0.012,0,7.070102487
25/02/70,0.012,0,6.888569668
26/02/70,0.011,0,6.073142543
27/02/70,0.011,0,6.302725967
28/02/70,0.01,0,5.905436919
01/03/70,0.01,0,4.924254592
02/03/70,0.009,0,4.666821526
03/03/70,0.009,7.006932367,5.783099297
04/03/70,0.008,0,6.628109538
05/03/70,0.008,0,6.536027673
06/03/70,0.007,0,5.597702845
07/03/70,0.006,0,4.742260062
08/03/70,0.006,0,4.791580317
09/03/70,0.005,1.653772967,4.952803777
10/03/70,0.005,0,4.989922424
11/03/70,0.005,0,5.083316396
12/03/70,0.004,0,3.956919336
13/03/70,0.004,0,5.207826137
14/03/70,0.004,0,6.105284404
15/03/70,0.003,0,5.226803013
16/03/70,0.003,0,5.062337272
17/03/70,0.003,0,5.159244822
18/03/70,0.002,0,5.289818768
19/03/70,0.002,0,5.366149443
20/03/70,0.002,0,5.253293556
21/03/70,0.002,0,5.217075445
22/03/70,0.002,0.080651432,4.644311802
23/03/70,0.002,0,3.768910001
24/03/70,0.001,0,3.993836689
25/03/70,0.001,0,2.902041818
26/03/70,0.001,0,3.50534705
27/03/70,0.001,0,3.785632646
28/03/70,0.001,0,4.228050907
29/03/70,0.001,0,4.028206845
30/03/70,0.001,0.183787183,3.543074857
31/03/70,0.001,0,3.530537434
01/04/70,0.001,0.167032865,3.268883366
02/04/70,0.001,0,4.72870467
03/04/70,0,0.50691009,4.684189717
04/04/70,0,1.258246178,4.755501022
05/04/70,0,0,4.857329331
06/04/70,0,0,4.980820453
07/04/70,0,0,4.376506916
08/04/70,0,0,4.099997151
09/04/70,0,0,4.731436365
10/04/70,0,0,4.758259556
11/04/70,0,2.024712354,6.106177233
12/04/70,0,7.091241282,5.616373306
13/04/70,0,0.730302174,5.199392946
14/04/70,0,0,5.031896046
15/04/70,0,0.680366713,4.674123554
16/04/70,0,0,4.83744441
17/04/70,0,0,5.379505192
18/04/70,0,0,4.559445487
19/04/70,0,3.265006346,4.484487779
20/04/70,0,11.44493472,4.985371438
21/04/70,0,0,5.014605399
22/04/70,0,0,5.287720978
23/04/70,0,0.788204423,4.770668211
24/04/70,0,0,4.673953739
25/04/70,0,0.591360312,4.460915477
26/04/70,0,0,4.553385198
27/04/70,0,3.688317204,4.662745976
28/04/70,0,0,4.480456786
29/04/70,0,2.956430709,4.469431804
30/04/70,0,0,4.632136615
01/05/70,0,1.499640064,4.454042653
02/05/70,0,1.948202487,2.609258431
03/05/70,0,1.357114077,3.096364838
04/05/70,0,0,3.851751107
05/05/70,0,0,3.521977595
06/05/70,0,0,2.973580511
07/05/70,0,1.496435779,2.983709541
08/05/70,0,20.52115225,4.385356483
09/05/70,0,0,4.263659831
10/05/70,0,8.643131279,4.719879195
11/05/70,0,6.645544854,4.307770184
12/05/70,0,0,3.464277423
13/05/70,0,0,4.805597747
14/05/70,0,0.480122048,4.752926391
15/05/70,0,0,4.468684757
16/05/70,0,0,3.857894617
17/05/70,0,0,4.39610854
18/05/70,0,0,3.151231373
19/05/70,0,0,4.739685431
20/05/70,0,0,4.537709371
21/05/70,0,2.495810356,3.713174026
22/05/70,0,0,4.534906369
23/05/70,0,0,3.978684436
24/05/70,0,7.580223073,3.432657351
25/05/70,0,0.974048947,3.687467714
26/05/70,0,0,3.909052985
27/05/70,0.003,0,3.813372426
28/05/70,0.02,0,3.966518905
29/05/70,0.025,11.34246008,3.835872568
30/05/70,0.022,4.047843416,3.753910693
31/05/70,0.02,0.315172726,3.884656222
01/06/70,0.016,0.138773499,3.919966344
02/06/70,0.013,0.172806029,3.303250548
03/06/70,0.012,0,2.302160707
04/06/70,0.011,3.29094113,2.857362023
05/06/70,0.012,1.005354225,4.650519325
06/06/70,0.011,1.617203254,3.982391902
07/06/70,0.009,11.79243702,3.834273103
08/06/70,0.007,0,2.511676758
09/06/70,0.005,0,3.14947972
10/06/70,0.005,3.953703155,3.819178546
11/06/70,0.004,0.580879204,3.64725621
12/06/70,0.004,0,3.390207625
13/06/70,0.003,0,2.894746929
14/06/70,0.003,0,3.469364088
15/06/70,0.002,2.745893473,3.39098307
16/06/70,0.002,0,3.794018695
17/06/70,0.014,51.05296731,4.132423528
18/06/70,0.083,0.024349639,3.944221528
19/06/70,0.079,6.712867019,3.343474513
20/06/70,0.056,0.561441666,3.431893772
21/06/70,0.021,2.054415796,4.253890875
22/06/70,0.008,1.930823541,4.445431807
23/06/70,0.004,1.374776712,3.790266632
24/06/70,0.002,0,4.402894583
25/06/70,0.002,0.281563629,4.552074865
26/06/70,0.002,0,4.653066544
27/06/70,0.002,2.733684189,4.559609279
28/06/70,0.001,2.447787884,3.845113919
29/06/70,0.002,2.81366802,3.933959116
30/06/70,0.005,0.163402227,3.886870855
01/07/70,0.003,0,4.591632741
02/07/70,0.002,0,4.420753872
03/07/70,0.001,42.16738217,4.594896451
04/07/70,0.001,0.372131908,3.977233689
05/07/70,0.001,0.952183416,3.66142679
06/07/70,0.006,0.112049781,2.908424847
07/07/70,0.017,4.649078441,3.728838122
08/07/70,0.015,5.216827493,3.20742227
09/07/70,0.014,9.585805997,4.398199218
10/07/70,0.054,0,3.738852099
11/07/70,0.132,12.48359347,3.391758515
12/07/70,0.044,2.577206654,3.539871001
13/07/70,0.011,24.09079273,3.982553097
14/07/70,0.007,11.33524827,2.997037212
15/07/70,0.006,0,4.096108588
16/07/70,0.007,0.10422709,2.798527897
17/07/70,0.013,5.493093397,3.066138461
18/07/70,0.013,5.224662642,3.510972087
19/07/70,0.024,0,2.465000875
20/07/70,0.021,0.374374361,4.017100276
21/07/70,0.017,27.87182734,2.872862261
22/07/70,0.036,6.898378402,3.574332992
23/07/70,0.139,13.83887463,3.759348518
24/07/70,0.222,8.824967547,3.777775018
25/07/70,0.25,0,3.648638706
26/07/70,0.227,3.318551881,3.627668043
27/07/70,0.203,11.89148972,2.335533298
28/07/70,0.192,7.012021106,3.612556066
29/07/70,0.244,32.46736977,3.807781348
30/07/70,0.232,19.22914208,3.578219053
31/07/70,0.215,20.63906756,3.369891282
01/08/70,0.214,15.68563691,2.549001968
02/08/70,0.392,2.546556168,3.252768437
03/08/70,0.411,4.07166759,3.474986192
04/08/70,0.667,4.047264406,3.473379877
05/08/70,0.63,0,3.405975004
06/08/70,0.477,0,3.485694961
07/08/70,0.437,5.622949429,3.448947037
08/08/70,0.481,12.26496951,3.396669665
09/08/70,0.465,0.829451666,3.278362736
10/08/70,0.448,0.870274736,2.259881855
11/08/70,0.463,0,2.083541663
12/08/70,0.658,0,2.876965636
13/08/70,0.723,17.81212421,2.575007389
14/08/70,0.709,34.7726451,3.609830956
15/08/70,0.764,0,3.564762498
16/08/70,0.921,0.465713394,2.67529917
17/08/70,1.075,43.40164057,3.889937271
18/08/70,1.185,2.857649207,3.908284439
19/08/70,1.161,0,3.459726196
20/08/70,1.051,8.8536976,3.068079356
21/08/70,1,4.413826716,2.004137016
22/08/70,0.97,1.806257344,2.915263806
23/08/70,0.938,18.88106778,2.637113121
24/08/70,0.902,0.261283914,2.329021573
25/08/70,1.022,6.848485299,3.704517552
26/08/70,1.112,1.685823032,2.751071402
27/08/70,1.114,1.885885971,3.509749253
28/08/70,1.098,0,2.942127209
29/08/70,1.203,2.190549438,2.716005732
30/08/70,1.259,3.617460374,3.330826184
31/08/70,1.412,1.951647993,3.954519444
01/09/70,1.385,0.444416832,3.652267757
02/09/70,1.416,0,2.792693107
03/09/70,1.95,0,2.616869774
04/09/70,1.961,37.26173436,3.404424114
05/09/70,2.031,0,3.035084149
06/09/70,2.217,0,3.305088924
07/09/70,2.421,6.639723652,3.183111448
08/09/70,2.472,3.204769192,2.148509102
09/09/70,2.508,1.495517054,2.866479232
10/09/70,2.562,50.63678786,3.540610352
